transaction_id,customer_id,merchant_id,merchant_name,merchant_category,amount,timestamp,currency,channel,city,is_international
TXN-009552,C-0388,M-0140,PetroGo #140,Gas Station,157.57,2024-01-19T15:41:48,CAD,POS,Hamilton,False
TXN-030045,C-0318,M-0097,CareFirst #97,Healthcare,53.9,2024-01-19T15:41:56,CAD,online,Vancouver,False
TXN-019284,C-0060,M-0137,Metro Plus #137,Grocery,184.81,2024-01-19T15:45:12,CAD,POS,Winnipeg,False
TXN-017656,C-0324,M-0193,WebMart #193,Online Shopping,209.2,2024-01-19T15:45:50,CAD,POS,Halifax,False
TXN-027813,C-0071,M-0078,FlyAway #78,Travel,592.63,2024-01-19T15:47:22,CAD,POS,Edmonton,False
TXN-013834,C-0398,M-0007,FunPark #7,Entertainment,434.13,2024-01-19T15:47:53,CAD,POS,Calgary,False
TXN-023203,C-0301,M-0175,TelcoNet #175,Utilities,33.94,2024-01-19T15:49:02,CAD,POS,Winnipeg,False
TXN-001022,C-0072,M-0134,WanderLux #134,Travel,31.09,2024-01-19T15:52:10,CAD,POS,Winnipeg,False
TXN-042457,C-0236,M-0186,StreamFlix #186,Entertainment,126.02,2024-01-19T15:57:15,CAD,POS,Vancouver,False
TXN-020992,C-0138,M-0186,StreamFlix #186,Entertainment,461.12,2024-01-19T15:58:49,CAD,POS,Toronto,False
TXN-044494,C-0031,M-0028,Burger Hub #28,Restaurant,320.5,2024-01-19T16:00:57,CAD,online,Toronto,False
TXN-028808,C-0133,M-0119,WellClinic #119,Healthcare,186.54,2024-01-19T16:01:32,CAD,POS,Halifax,False
TXN-004300,C-0152,M-0140,PetroGo #140,Gas Station,256.46,2024-01-19T16:02:54,CAD,online,Halifax,False
TXN-046652,C-0010,M-0118,GadgetWorld #118,Electronics,553.11,2024-01-19T16:03:15,CAD,POS,Vancouver,False
TXN-037457,C-0141,M-0058,QuickGas #58,Gas Station,211.44,2024-01-19T16:04:13,CAD,ATM,Calgary,False
TXN-000393,C-0004,M-0025,GreenGrocer #25,Grocery,58.01,2024-01-19T16:04:52,CAD,POS,Halifax,False
TXN-025333,C-0123,M-0192,GasMax #192,Gas Station,191.02,2024-01-19T16:04:54,CAD,POS,Winnipeg,False
TXN-012363,C-0188,M-0072,FoodLand #72,Grocery,364.43,2024-01-19T16:05:22,CAD,POS,Edmonton,False
TXN-017355,C-0205,M-0186,StreamFlix #186,Entertainment,148.34,2024-01-19T16:06:22,CAD,POS,Quebec City,False
TXN-013154,C-0039,M-0068,FunPark #68,Entertainment,150.62,2024-01-19T16:06:41,CAD,POS,Hamilton,False
TXN-009990,C-0446,M-0047,PetroGo #47,Gas Station,252.83,2024-01-19T16:07:31,CAD,ATM,Montreal,False
TXN-042148,C-0190,M-0066,GreenGrocer #66,Grocery,154.77,2024-01-19T16:08:41,CAD,POS,Halifax,False
TXN-047063,C-0430,M-0109,PharmaSave #109,Healthcare,94.47,2024-01-19T16:08:53,CAD,POS,Vancouver,False
TXN-037866,C-0400,M-0191,GasLine #191,Utilities,272.94,2024-01-19T16:09:29,CAD,POS,Winnipeg,False
TXN-015290,C-0258,M-0140,PetroGo #140,Gas Station,219.9,2024-01-19T16:13:46,CAD,online,Calgary,False
TXN-027090,C-0172,M-0165,StreamFlix #165,Entertainment,198.84,2024-01-19T16:15:13,CAD,POS,Halifax,False
TXN-012906,C-0384,M-0007,FunPark #7,Entertainment,514.03,2024-01-19T16:15:23,CAD,POS,Winnipeg,False
TXN-029564,C-0427,M-0151,Cafe Latte #151,Restaurant,159.96,2024-01-19T16:16:01,CAD,online,Edmonton,False
TXN-044578,C-0074,M-0001,BookTrip #1,Travel,240.47,2024-01-19T16:16:12,CAD,online,Hamilton,False
TXN-000468,C-0234,M-0024,FlyAway #24,Travel,313.8,2024-01-19T16:18:09,CAD,online,Halifax,False
TXN-015176,C-0007,M-0094,WellClinic #94,Healthcare,75.89,2024-01-19T16:20:10,CAD,online,Montreal,False
TXN-017576,C-0490,M-0025,GreenGrocer #25,Grocery,444.11,2024-01-19T16:22:33,CAD,POS,Halifax,False
TXN-008589,C-0051,M-0105,FoodLand #105,Grocery,138.19,2024-01-19T16:22:38,CAD,POS,Halifax,False
TXN-038452,C-0127,M-0002,Golden Wok #2,Restaurant,221.67,2024-01-19T16:27:24,CAD,POS,Montreal,False
TXN-030409,C-0472,M-0124,Burger Hub #124,Restaurant,429.51,2024-01-19T16:30:11,CAD,online,Hamilton,False
TXN-016297,C-0095,M-0021,Metro Plus #21,Grocery,177.96,2024-01-19T16:33:58,CAD,online,Quebec City,False
TXN-028573,C-0089,M-0085,ClickBuy #85,Online Shopping,35.27,2024-01-19T16:34:39,CAD,online,Hamilton,False
TXN-004960,C-0239,M-0178,CareFirst #178,Healthcare,722.45,2024-01-19T16:35:45,CAD,POS,Quebec City,False
TXN-006572,C-0152,M-0093,TelcoNet #93,Utilities,304.0,2024-01-19T16:36:26,CAD,POS,Ottawa,False
TXN-036224,C-0253,M-0031,FuelUp #31,Gas Station,124.01,2024-01-19T16:36:39,CAD,online,Calgary,False
TXN-024394,C-0025,M-0139,WaterWorks #139,Utilities,247.7,2024-01-19T16:38:08,CAD,ATM,Quebec City,False
TXN-040562,C-0218,M-0078,FlyAway #78,Travel,379.62,2024-01-19T16:40:52,CAD,ATM,Halifax,False
TXN-012826,C-0187,M-0081,WaterWorks #81,Utilities,308.86,2024-01-19T16:41:54,CAD,online,Winnipeg,False
TXN-005105,C-0368,M-0004,FashionFit #4,Clothing,327.5,2024-01-19T16:44:19,CAD,POS,Quebec City,False
TXN-014405,C-0135,M-0083,GasLine #83,Utilities,156.78,2024-01-19T16:47:30,CAD,POS,Calgary,False
TXN-002879,C-0079,M-0196,HydroPower #196,Utilities,273.02,2024-01-19T16:49:57,CAD,POS,Vancouver,False
TXN-045555,C-0139,M-0165,StreamFlix #165,Entertainment,345.77,2024-01-19T16:50:25,CAD,online,Montreal,False
TXN-007785,C-0147,M-0014,FashionFit #14,Clothing,407.67,2024-01-19T16:51:25,CAD,POS,Montreal,False
TXN-032097,C-0208,M-0058,QuickGas #58,Gas Station,339.53,2024-01-19T16:52:17,CAD,ATM,Calgary,False
TXN-011626,C-0456,M-0168,PowerGrid #168,Utilities,202.77,2024-01-19T16:53:13,CAD,online,Ottawa,False
TXN-044785,C-0012,M-0153,NetShop #153,Online Shopping,243.08,2024-01-19T16:54:41,CAD,POS,Quebec City,False
TXN-000614,C-0235,M-0132,DigiMart #132,Electronics,331.73,2024-01-19T16:55:20,CAD,POS,Winnipeg,False
TXN-027812,C-0258,M-0113,FoodLand #113,Grocery,192.07,2024-01-19T16:57:19,CAD,POS,Ottawa,False
TXN-032986,C-0380,M-0169,FlyAway #169,Travel,228.84,2024-01-19T16:59:03,CAD,online,Winnipeg,False
TXN-011083,C-0398,M-0118,GadgetWorld #118,Electronics,531.73,2024-01-19T17:01:31,CAD,online,Quebec City,False
TXN-046575,C-0081,M-0117,GasMax #117,Gas Station,134.74,2024-01-19T17:05:01,CAD,online,Winnipeg,False
TXN-024253,C-0473,M-0063,ElectroZone #63,Electronics,155.03,2024-01-19T17:06:20,CAD,online,Ottawa,False
TXN-012697,C-0301,M-0098,ChicBoutique #98,Clothing,42.47,2024-01-19T17:07:41,CAD,online,Ottawa,False
TXN-044621,C-0065,M-0057,GadgetWorld #57,Electronics,294.58,2024-01-19T17:08:01,CAD,online,Toronto,False
TXN-012056,C-0170,M-0133,SuperSave #133,Grocery,470.37,2024-01-19T17:08:04,CAD,online,Toronto,False
TXN-015027,C-0150,M-0108,FunPark #108,Entertainment,109.91,2024-01-19T17:08:48,CAD,POS,Montreal,False
TXN-023604,C-0268,M-0065,BookTrip #65,Travel,158.8,2024-01-19T17:11:57,CAD,online,Calgary,False
TXN-038583,C-0061,M-0112,StreamFlix #112,Entertainment,296.43,2024-01-19T17:18:32,CAD,POS,Halifax,False
TXN-013247,C-0302,M-0166,ChicBoutique #166,Clothing,138.28,2024-01-19T17:20:07,CAD,POS,Toronto,False
TXN-037383,C-0001,M-0140,PetroGo #140,Gas Station,363.83,2024-01-19T17:20:52,CAD,online,Calgary,False
TXN-030956,C-0403,M-0002,Golden Wok #2,Restaurant,564.65,2024-01-19T17:22:10,CAD,online,Halifax,False
TXN-023417,C-0487,M-0081,WaterWorks #81,Utilities,275.84,2024-01-19T17:23:01,CAD,POS,Halifax,False
TXN-048163,C-0337,M-0175,TelcoNet #175,Utilities,340.88,2024-01-19T17:23:10,CAD,POS,Quebec City,False
TXN-028085,C-0405,M-0141,FuelUp #141,Gas Station,135.72,2024-01-19T17:23:18,CAD,online,Toronto,False
TXN-037977,C-0163,M-0072,FoodLand #72,Grocery,312.48,2024-01-19T17:27:26,CAD,ATM,Halifax,False
TXN-030189,C-0013,M-0112,StreamFlix #112,Entertainment,213.61,2024-01-19T17:27:37,CAD,POS,Calgary,False
TXN-001699,C-0064,M-0022,FreshMart #22,Grocery,146.63,2024-01-19T17:29:32,CAD,POS,Winnipeg,False
TXN-011546,C-0253,M-0035,CircuitHub #35,Electronics,81.48,2024-01-19T17:30:21,CAD,POS,Montreal,False
TXN-020494,C-0015,M-0126,Golden Wok #126,Restaurant,177.76,2024-01-19T17:31:49,CAD,POS,Edmonton,False
TXN-045821,C-0367,M-0157,PetroGo #157,Gas Station,174.83,2024-01-19T17:33:21,CAD,POS,Calgary,False
TXN-002931,C-0041,M-0085,ClickBuy #85,Online Shopping,27.35,2024-01-19T17:35:36,CAD,online,Calgary,False
TXN-035168,C-0443,M-0122,PowerGrid #122,Utilities,153.17,2024-01-19T17:36:13,CAD,online,Calgary,False
TXN-012001,C-0111,M-0139,WaterWorks #139,Utilities,0.5,2024-01-19T17:36:42,CAD,POS,Hamilton,False
TXN-011249,C-0067,M-0124,Burger Hub #124,Restaurant,332.31,2024-01-19T17:37:30,CAD,ATM,Winnipeg,False
TXN-047690,C-0007,M-0042,GreenGrocer #42,Grocery,192.79,2024-01-19T17:38:43,CAD,POS,Montreal,False
TXN-011361,C-0137,M-0100,FoodLand #100,Grocery,544.86,2024-01-19T17:39:17,CAD,POS,Quebec City,False
TXN-044802,C-0320,M-0105,FoodLand #105,Grocery,290.14,2024-01-19T17:40:19,CAD,online,Vancouver,False
TXN-037905,C-0399,M-0104,DigiMart #104,Electronics,57.27,2024-01-19T17:42:13,CAD,POS,Toronto,False
TXN-004155,C-0473,M-0004,FashionFit #4,Clothing,151.16,2024-01-19T17:43:24,CAD,online,Winnipeg,False
TXN-022878,C-0320,M-0185,TrendWear #185,Clothing,397.98,2024-01-19T17:43:52,CAD,online,Quebec City,False
TXN-021365,C-0182,M-0157,PetroGo #157,Gas Station,38.3,2024-01-19T17:44:15,CAD,ATM,Edmonton,False
TXN-016586,C-0374,M-0085,ClickBuy #85,Online Shopping,287.44,2024-01-19T17:44:39,CAD,POS,Toronto,False
TXN-008568,C-0339,M-0167,GadgetWorld #167,Electronics,234.33,2024-01-19T17:45:02,CAD,ATM,Ottawa,False
TXN-042263,C-0379,M-0142,FoodLand #142,Grocery,241.3,2024-01-19T17:45:11,CAD,online,Toronto,False
TXN-029161,C-0033,M-0086,Metro Plus #86,Grocery,937.19,2024-01-19T17:46:14,CAD,POS,Winnipeg,False
TXN-018155,C-0058,M-0156,SuperSave #156,Grocery,33.2,2024-01-19T17:46:45,CAD,POS,Hamilton,False
TXN-023168,C-0368,M-0012,CircuitHub #12,Electronics,443.64,2024-01-19T17:47:18,CAD,POS,Toronto,False
TXN-041997,C-0251,M-0068,FunPark #68,Entertainment,68.97,2024-01-19T17:47:19,CAD,POS,Edmonton,False
TXN-032329,C-0378,M-0198,WellClinic #198,Healthcare,136.83,2024-01-19T17:48:22,CAD,POS,Ottawa,False
TXN-009718,C-0225,M-0004,FashionFit #4,Clothing,263.12,2024-01-19T17:50:52,CAD,online,Winnipeg,False
TXN-003612,C-0106,M-0191,GasLine #191,Utilities,567.77,2024-01-19T17:52:28,CAD,POS,Halifax,False
TXN-014484,C-0091,M-0098,ChicBoutique #98,Clothing,523.45,2024-01-19T17:52:41,CAD,POS,Winnipeg,False
TXN-039928,C-0483,M-0120,JetSet #120,Travel,85.32,2024-01-19T17:52:56,CAD,POS,Montreal,False
TXN-018442,C-0448,M-0157,PetroGo #157,Gas Station,332.72,2024-01-19T17:53:32,CAD,online,Quebec City,False
TXN-006175,C-0340,M-0058,QuickGas #58,Gas Station,204.04,2024-01-19T17:53:51,CAD,POS,Quebec City,False
TXN-014182,C-0222,M-0139,WaterWorks #139,Utilities,232.72,2024-01-19T17:55:11,CAD,POS,Vancouver,False
TXN-042484,C-0271,M-0036,JetSet #36,Travel,92.63,2024-01-19T17:56:27,CAD,online,Edmonton,False
TXN-038013,C-0290,M-0195,Golden Wok #195,Restaurant,39.89,2024-01-19T17:57:42,CAD,POS,Toronto,False
TXN-007280,C-0076,M-0153,NetShop #153,Online Shopping,61.79,2024-01-19T17:57:56,CAD,ATM,Ottawa,False
TXN-048268,C-0213,M-0078,FlyAway #78,Travel,203.24,2024-01-19T17:59:38,CAD,online,Toronto,False
TXN-028690,C-0383,M-0139,WaterWorks #139,Utilities,318.46,2024-01-19T17:59:42,CAD,POS,Ottawa,False
TXN-046915,C-0035,M-0175,TelcoNet #175,Utilities,254.51,2024-01-19T18:01:59,CAD,online,Halifax,False
TXN-036653,C-0145,M-0065,BookTrip #65,Travel,210.16,2024-01-19T18:02:31,CAD,ATM,Montreal,False
TXN-010202,C-0044,M-0169,FlyAway #169,Travel,191.78,2024-01-19T18:07:39,CAD,POS,Montreal,False
TXN-028001,C-0263,M-0097,CareFirst #97,Healthcare,176.37,2024-01-19T18:07:48,CAD,POS,Toronto,False
TXN-021595,C-0296,M-0084,FuelUp #84,Gas Station,179.3,2024-01-19T18:09:52,CAD,online,Montreal,False
TXN-047267,C-0442,M-0003,SuperSave #3,Grocery,55.52,2024-01-19T18:11:17,CAD,POS,Calgary,False
TXN-047104,C-0361,M-0054,PowerGrid #54,Utilities,147.37,2024-01-19T18:13:10,CAD,online,Vancouver,False
TXN-031626,C-0484,M-0020,TrendWear #20,Clothing,246.13,2024-01-19T18:15:39,CAD,POS,Winnipeg,False
TXN-024048,C-0085,M-0038,GreenGrocer #38,Grocery,787.05,2024-01-19T18:19:42,CAD,POS,Winnipeg,False
TXN-014522,C-0172,M-0198,WellClinic #198,Healthcare,316.26,2024-01-19T18:20:37,CAD,POS,Ottawa,False
TXN-006486,C-0396,M-0025,GreenGrocer #25,Grocery,345.93,2024-01-19T18:21:36,CAD,POS,Toronto,False
TXN-029812,C-0094,M-0076,FashionFit #76,Clothing,238.51,2024-01-19T18:24:55,CAD,POS,Edmonton,False
TXN-019972,C-0092,M-0061,FashionFit #61,Clothing,555.58,2024-01-19T18:26:11,CAD,POS,Winnipeg,False
TXN-028931,C-0431,M-0079,TelcoNet #79,Utilities,480.97,2024-01-19T18:26:50,CAD,online,Vancouver,False
TXN-011636,C-0162,M-0155,GadgetWorld #155,Electronics,170.02,2024-01-19T18:27:30,CAD,POS,Halifax,False
TXN-046576,C-0045,M-0051,FashionFit #51,Clothing,134.58,2024-01-19T18:29:12,CAD,POS,Hamilton,False
TXN-015059,C-0362,M-0127,Sushi Zen #127,Restaurant,395.21,2024-01-19T18:29:14,CAD,online,Halifax,False
TXN-038935,C-0396,M-0025,GreenGrocer #25,Grocery,329.39,2024-01-19T18:30:28,CAD,ATM,Vancouver,False
TXN-005253,C-0201,M-0192,GasMax #192,Gas Station,505.46,2024-01-19T18:31:23,CAD,online,Hamilton,False
TXN-025690,C-0141,M-0198,WellClinic #198,Healthcare,135.95,2024-01-19T18:31:23,CAD,POS,Calgary,False
TXN-011688,C-0277,M-0004,FashionFit #4,Clothing,211.35,2024-01-19T18:33:07,CAD,POS,Quebec City,False
TXN-026206,C-0304,M-0082,EnergyStop #82,Gas Station,695.51,2024-01-19T18:36:26,CAD,online,Ottawa,False
TXN-045138,C-0361,M-0128,FlyAway #128,Travel,59.97,2024-01-19T18:36:26,CAD,online,Hamilton,False
TXN-033428,C-0324,M-0039,TravelEase #39,Travel,184.3,2024-01-19T18:37:14,CAD,online,Calgary,False
TXN-008193,C-0215,M-0182,TechByte #182,Electronics,404.65,2024-01-19T18:37:40,CAD,online,Quebec City,False
TXN-012266,C-0460,M-0092,WaterWorks #92,Utilities,189.71,2024-01-19T18:42:13,CAD,ATM,Hamilton,False
TXN-008232,C-0048,M-0119,WellClinic #119,Healthcare,627.16,2024-01-19T18:43:01,CAD,ATM,Winnipeg,False
TXN-013508,C-0321,M-0170,Burger Hub #170,Restaurant,179.68,2024-01-19T18:43:22,CAD,ATM,Montreal,False
TXN-040769,C-0234,M-0114,EnergyStop #114,Gas Station,178.82,2024-01-19T18:44:08,CAD,online,Edmonton,False
TXN-017465,C-0254,M-0036,JetSet #36,Travel,216.81,2024-01-19T18:44:44,CAD,online,Winnipeg,False
TXN-034898,C-0411,M-0067,WellClinic #67,Healthcare,310.38,2024-01-19T18:45:29,CAD,online,Ottawa,False
TXN-017554,C-0289,M-0188,BookTrip #188,Travel,190.13,2024-01-19T18:47:04,CAD,online,Hamilton,False
TXN-014532,C-0075,M-0060,HealthPlus #60,Healthcare,227.65,2024-01-19T18:47:10,CAD,online,Halifax,False
TXN-004050,C-0377,M-0049,FashionFit #49,Clothing,610.86,2024-01-19T18:50:44,CAD,online,Hamilton,False
TXN-037155,C-0282,M-0043,MediCare #43,Healthcare,34.1,2024-01-19T18:54:21,CAD,ATM,Halifax,False
TXN-040073,C-0314,M-0061,FashionFit #61,Clothing,519.01,2024-01-19T18:54:30,CAD,POS,Calgary,False
TXN-045435,C-0128,M-0005,CinePlex #5,Entertainment,154.81,2024-01-19T18:54:56,CAD,POS,Quebec City,False
TXN-044643,C-0408,M-0081,WaterWorks #81,Utilities,177.24,2024-01-19T18:55:12,CAD,POS,Edmonton,False
TXN-024372,C-0025,M-0189,ChicBoutique #189,Clothing,306.19,2024-01-19T18:56:02,CAD,POS,Halifax,False
TXN-010726,C-0397,M-0027,CareFirst #27,Healthcare,150.75,2024-01-19T18:56:34,CAD,online,Halifax,False
TXN-044803,C-0151,M-0162,Golden Wok #162,Restaurant,602.16,2024-01-19T18:56:48,CAD,POS,Winnipeg,False
TXN-038398,C-0481,M-0052,PharmaSave #52,Healthcare,137.66,2024-01-19T18:59:00,CAD,POS,Vancouver,False
TXN-021374,C-0490,M-0118,GadgetWorld #118,Electronics,580.48,2024-01-19T18:59:42,CAD,POS,Ottawa,False
TXN-015179,C-0120,M-0074,ChicBoutique #74,Clothing,604.0,2024-01-19T18:59:54,CAD,online,Ottawa,False
TXN-041214,C-0020,M-0139,WaterWorks #139,Utilities,159.82,2024-01-19T19:02:08,CAD,POS,Vancouver,False
TXN-004452,C-0347,M-0175,TelcoNet #175,Utilities,243.14,2024-01-19T19:05:24,CAD,POS,Hamilton,False
TXN-038907,C-0401,M-0113,FoodLand #113,Grocery,281.38,2024-01-19T19:06:38,CAD,online,Edmonton,False
TXN-041693,C-0031,M-0030,TechByte #30,Electronics,0.5,2024-01-19T19:08:43,CAD,POS,Quebec City,False
TXN-029164,C-0056,M-0005,CinePlex #5,Entertainment,216.01,2024-01-19T19:08:45,CAD,POS,Ottawa,False
TXN-007248,C-0201,M-0117,GasMax #117,Gas Station,415.91,2024-01-19T19:09:14,CAD,online,Montreal,False
TXN-024682,C-0003,M-0179,ClickBuy #179,Online Shopping,109.8,2024-01-19T19:15:36,CAD,online,Calgary,False
TXN-026417,C-0384,M-0074,ChicBoutique #74,Clothing,448.5,2024-01-19T19:16:13,CAD,POS,Montreal,False
TXN-047963,C-0316,M-0113,FoodLand #113,Grocery,528.04,2024-01-19T19:18:32,CAD,POS,Calgary,False
TXN-004524,C-0057,M-0040,GameZone #40,Entertainment,121.87,2024-01-19T19:20:51,CAD,online,Montreal,False
TXN-023129,C-0237,M-0038,GreenGrocer #38,Grocery,160.55,2024-01-19T19:21:30,CAD,POS,Winnipeg,False
TXN-012725,C-0016,M-0018,PetroGo #18,Gas Station,29.25,2024-01-19T19:25:43,CAD,online,Montreal,False
TXN-013704,C-0196,M-0120,JetSet #120,Travel,203.99,2024-01-19T19:26:02,CAD,POS,Hamilton,False
TXN-006356,C-0083,M-0074,ChicBoutique #74,Clothing,267.02,2024-01-19T19:27:19,CAD,POS,Vancouver,False
TXN-017862,C-0081,M-0023,PharmaSave #23,Healthcare,268.88,2024-01-19T19:30:12,CAD,POS,Calgary,False
TXN-003824,C-0252,M-0118,GadgetWorld #118,Electronics,321.65,2024-01-19T19:30:25,CAD,POS,Calgary,False
TXN-015980,C-0201,M-0117,GasMax #117,Gas Station,288.29,2024-01-19T19:30:53,CAD,online,Hamilton,False
TXN-037493,C-0472,M-0164,FuelUp #164,Gas Station,748.24,2024-01-19T19:32:43,CAD,POS,Edmonton,False
TXN-045470,C-0134,M-0099,ElectroZone #99,Electronics,175.69,2024-01-19T19:33:31,CAD,ATM,Calgary,False
TXN-033183,C-0062,M-0072,FoodLand #72,Grocery,124.51,2024-01-19T19:35:18,CAD,POS,Edmonton,False
TXN-030311,C-0427,M-0059,GadgetWorld #59,Electronics,277.48,2024-01-19T19:37:56,CAD,ATM,Calgary,False
TXN-038945,C-0163,M-0007,FunPark #7,Entertainment,447.86,2024-01-19T19:40:17,CAD,POS,Ottawa,False
TXN-018770,C-0323,M-0048,CareFirst #48,Healthcare,363.71,2024-01-19T19:44:27,CAD,online,Ottawa,False
TXN-005265,C-0150,M-0062,FlyAway #62,Travel,142.1,2024-01-19T19:45:55,CAD,online,Ottawa,False
TXN-041135,C-0369,M-0177,WanderLux #177,Travel,270.82,2024-01-19T19:46:28,CAD,POS,Montreal,False
TXN-018216,C-0317,M-0058,QuickGas #58,Gas Station,222.15,2024-01-19T19:46:59,CAD,POS,Quebec City,False
TXN-045247,C-0048,M-0119,WellClinic #119,Healthcare,212.51,2024-01-19T19:49:30,CAD,online,Hamilton,False
TXN-001469,C-0152,M-0093,TelcoNet #93,Utilities,122.43,2024-01-19T19:50:23,CAD,online,Montreal,False
TXN-026199,C-0014,M-0164,FuelUp #164,Gas Station,192.99,2024-01-19T19:53:43,CAD,POS,Quebec City,False
TXN-005451,C-0152,M-0093,TelcoNet #93,Utilities,233.82,2024-01-19T19:54:42,CAD,online,Calgary,False
TXN-020573,C-0468,M-0039,TravelEase #39,Travel,112.04,2024-01-19T19:56:32,CAD,online,Quebec City,False
TXN-041141,C-0257,M-0044,CircuitHub #44,Electronics,619.34,2024-01-19T19:57:58,CAD,online,Ottawa,False
TXN-000128,C-0394,M-0175,TelcoNet #175,Utilities,226.49,2024-01-19T19:59:20,CAD,ATM,Toronto,False
TXN-002245,C-0460,M-0009,BookTrip #9,Travel,125.87,2024-01-19T20:01:56,CAD,online,Toronto,False
TXN-005960,C-0229,M-0012,CircuitHub #12,Electronics,219.55,2024-01-19T20:03:17,CAD,POS,Hamilton,False
TXN-048277,C-0319,M-0043,MediCare #43,Healthcare,156.53,2024-01-19T20:03:59,CAD,online,Toronto,False
TXN-040909,C-0098,M-0071,FuelUp #71,Gas Station,182.91,2024-01-19T20:04:32,CAD,online,Edmonton,False
TXN-011627,C-0276,M-0034,SuperSave #34,Grocery,61.63,2024-01-19T20:09:16,CAD,online,Edmonton,False
TXN-002687,C-0096,M-0164,FuelUp #164,Gas Station,388.54,2024-01-19T20:12:18,CAD,ATM,Ottawa,False
TXN-002849,C-0385,M-0038,GreenGrocer #38,Grocery,184.81,2024-01-19T20:15:37,CAD,POS,Winnipeg,False
TXN-010815,C-0465,M-0057,GadgetWorld #57,Electronics,536.06,2024-01-19T20:18:03,CAD,online,Ottawa,False
TXN-025260,C-0107,M-0093,TelcoNet #93,Utilities,106.17,2024-01-19T20:21:37,CAD,POS,Toronto,False
TXN-043302,C-0144,M-0095,FoodLand #95,Grocery,235.66,2024-01-19T20:26:16,CAD,online,Halifax,False
TXN-048449,C-0107,M-0072,FoodLand #72,Grocery,56.13,2024-01-19T20:34:31,CAD,online,Ottawa,False
TXN-021976,C-0246,M-0187,ChicBoutique #187,Clothing,190.75,2024-01-19T20:34:37,CAD,online,Quebec City,False
TXN-034136,C-0050,M-0086,Metro Plus #86,Grocery,141.66,2024-01-19T20:34:38,CAD,online,Halifax,False
TXN-002823,C-0209,M-0118,GadgetWorld #118,Electronics,892.4,2024-01-19T20:37:07,CAD,ATM,Winnipeg,False
TXN-001985,C-0244,M-0003,SuperSave #3,Grocery,0.5,2024-01-19T20:39:26,CAD,POS,Vancouver,False
TXN-017799,C-0068,M-0076,FashionFit #76,Clothing,302.47,2024-01-19T20:42:57,CAD,POS,Edmonton,False
TXN-004525,C-0497,M-0102,HydroPower #102,Utilities,69.79,2024-01-19T20:53:07,CAD,POS,Halifax,False
TXN-013722,C-0197,M-0087,GreenGrocer #87,Grocery,179.82,2024-01-19T20:54:03,CAD,POS,Calgary,False
TXN-003659,C-0313,M-0082,EnergyStop #82,Gas Station,368.16,2024-01-19T20:54:13,CAD,online,Edmonton,False
TXN-026443,C-0225,M-0185,TrendWear #185,Clothing,286.01,2024-01-19T20:58:38,CAD,POS,Edmonton,False
TXN-019665,C-0197,M-0076,FashionFit #76,Clothing,127.65,2024-01-19T20:58:40,CAD,POS,Montreal,False
TXN-007426,C-0417,M-0124,Burger Hub #124,Restaurant,317.81,2024-01-19T21:00:02,CAD,ATM,Hamilton,False
TXN-043817,C-0214,M-0082,EnergyStop #82,Gas Station,201.89,2024-01-19T21:06:19,CAD,online,Edmonton,False
TXN-032831,C-0014,M-0130,ElectroZone #130,Electronics,307.03,2024-01-19T21:07:33,CAD,ATM,Montreal,False
TXN-041269,C-0175,M-0075,FashionFit #75,Clothing,121.07,2024-01-19T21:08:22,CAD,POS,Montreal,False
TXN-020981,C-0128,M-0102,HydroPower #102,Utilities,97.86,2024-01-19T21:10:24,CAD,POS,Ottawa,False
TXN-032096,C-0159,M-0079,TelcoNet #79,Utilities,231.29,2024-01-19T21:16:08,CAD,POS,Calgary,False
TXN-021656,C-0173,M-0176,Burger Hub #176,Restaurant,187.88,2024-01-19T21:17:14,CAD,ATM,Ottawa,False
TXN-006121,C-0385,M-0175,TelcoNet #175,Utilities,288.61,2024-01-19T21:28:24,CAD,online,Calgary,False
TXN-008200,C-0206,M-0121,SuperSave #121,Grocery,327.48,2024-01-19T21:32:48,CAD,online,Vancouver,False
TXN-030186,C-0291,M-0016,ChicBoutique #16,Clothing,364.34,2024-01-19T21:32:51,CAD,online,Vancouver,False
TXN-008140,C-0307,M-0049,FashionFit #49,Clothing,290.93,2024-01-19T21:36:44,CAD,POS,Edmonton,False
TXN-035309,C-0068,M-0093,TelcoNet #93,Utilities,483.46,2024-01-19T21:44:13,CAD,online,Ottawa,False
TXN-004368,C-0486,M-0047,PetroGo #47,Gas Station,706.09,2024-01-19T21:45:27,CAD,POS,Ottawa,False
TXN-036011,C-0454,M-0199,GreenGrocer #199,Grocery,157.24,2024-01-19T21:48:05,CAD,POS,Vancouver,False
TXN-044951,C-0062,M-0152,StyleHub #152,Clothing,285.66,2024-01-19T21:50:25,CAD,online,Toronto,False
TXN-039219,C-0289,M-0105,FoodLand #105,Grocery,184.22,2024-01-19T21:55:11,CAD,online,Ottawa,False
TXN-022274,C-0218,M-0194,ShopNow #194,Online Shopping,344.71,2024-01-19T21:57:24,CAD,online,Ottawa,False
TXN-044918,C-0116,M-0180,StyleHub #180,Clothing,135.95,2024-01-19T22:02:48,CAD,online,Montreal,False
TXN-011679,C-0140,M-0109,PharmaSave #109,Healthcare,241.92,2024-01-19T22:12:52,CAD,POS,Vancouver,False
TXN-020534,C-0280,M-0157,PetroGo #157,Gas Station,607.32,2024-01-19T22:16:16,CAD,online,Quebec City,False
